ticker ;name                         ;id             ;id2                         ;id3                       ;Comment
DODO   ;DODO Token                   ;               ;                            ;dodo                      
KLAY   ;Klaytn                       ;               ;                            ;klaytn-dai                
BRG    ;Bridge Oracle                ;               ;bridge-oracle               ;                          
OMI    ;ECOMI                        ;ecomi          ;ecomi                       ;                          
ONE    ;Harmony                      ;harmony        ;harmony                     ;                          
CFX    ;Conflux Network              ;               ;                            ;conflux-token             
LUSD   ;Liquity USD                  ;               ;liquity-usd                 ;                          
ARRR   ;Pirate Chain                 ;               ;pirate-chain                ;                          
XVS    ;Venus                        ;venus          ;venus                       ;                          
ICP    ;Internet Computer            ;               ;internet-computer           ;                          
STEEL  ;Steel                        ;steel          ;steel                       ;                          
SHIB   ;SHIBA INU                    ;               ;shiba-inu                   ;                          
FIDA   ;Bonfida                      ;bonfida        ;bonfida                     ;                          
TEL    ;Telcoin                      ;telcoin        ;telcoin                     ;                          
FEI    ;Fei USD                      ;               ;fei-usd                     ;                          
MDX    ;Mdex                         ;mdex           ;mdex                        ;                          
AXS    ;Axie Infinity                ;               ;axie-infinity               ;                          
DESO   ;Decentralized Social         ;               ;                            ;decentralized-usd         
XEC    ;eCash                        ;ecash          ;ecash                       ;                          
STETH  ;Lido Staked Ether            ;               ;                            ;lido-staked-matic         
HNT    ;Helium                       ;helium         ;helium                      ;                          
AUDIO  ;Audius                       ;audius         ;audius                      ;                          
OHM    ;Olympus v2                   ;               ;                            ;olympus                   
DYDX   ;dYdX                         ;dydx           ;dydx                        ;                          
MINA   ;Mina Protocol                ;               ;mina-protocol               ;                          
MIM    ;Magic Internet Money         ;               ;magic-internet-money        ;                          
BIT    ;BitDAO                       ;bitdao         ;bitdao                      ;                          
SAND   ;The Sandbox                  ;               ;the-sandbox                 ;                          
ELON   ;Dogelon Mars                 ;               ;dogelon-mars                ;                          
TIME   ;Wonderland                   ;wonderland     ;wonderland                  ;                          
GALA   ;GALA                         ;gala           ;gala                        ;                          
KDA    ;Kadena                       ;kadena         ;kadena                      ;                          
IMX    ;Immutable X                  ;               ;immutable-x                 ;                          
IOTX   ;IoTeX                        ;iotex          ;iotex                       ;                          
ENS    ;Ethereum Name Service        ;               ;ethereum-name-service       ;                          
MSOL   ;Marinade staked SOL          ;               ;                            ;marinade                  
WAXP   ;WAX                          ;wax            ;wax                         ;                          
FRAX   ;Frax                         ;frax           ;frax                        ;                          
CVX    ;Convex Finance               ;               ;convex-finance              ;                          
SPELL  ;Spell Token                  ;               ;spell-token                 ;                          
ROSE   ;Oasis Network                ;               ;oasis-network               ;                          
BTT    ;BitTorrent                   ;bittorrent     ;bittorrent                  ;                          
OSMO   ;Osmosis                      ;osmosis        ;osmosis                     ;                          
POKT   ;Pocket Network               ;               ;pocket-network              ;                          
BORA   ;BORA                         ;               ;                            ;bork                      
KUB    ;Bitkub Coin                  ;               ;bitkub-coin                 ;                          
ANC    ;Anchor Protocol              ;               ;anchor-protocol             ;                          
APE    ;ApeCoin                      ;apecoin        ;apecoin                     ;                          
DFI    ;DeFiChain                    ;defichain      ;defichain                   ;                          
GMT    ;Green Metaverse Token        ;               ;                            ;greentrust                
SCRT   ;Secret                       ;secret         ;secret                      ;                          
XCN    ;Chain                        ;               ;                            ;chainx                    
LDO    ;Lido DAO Token               ;               ;                            ;lido-dao                  
USDN   ;Neutrino USD                 ;               ;                            ;neutrino                  
MEX    ;Maiar                        ;               ;                            ;maia                      
LUNA   ;Terra                        ;               ;                            ;terrausd                  
PAXG   ;PAX Gold                     ;               ;pax-gold                    ;                          
WEMIX  ;WEMIX Token                  ;               ;                            ;semitoken                 
10SET  ;Tenset                       ;tenset         ;tenset                      ;                          
TWT    ;Trust Wallet Token           ;               ;trust-wallet-token          ;                          
